gbm_avg_MAPE,arima_avg_MAPE,xgb_avg_MAPE,lstm_avg_MAPE,MAPE_best_model
0.07,0.05785,0.0115331842654562,0.0329296155502842,xgb_avg_MAPE
0.086,0.014862,0.0144051675870594,0.0307343905143985,xgb_avg_MAPE
0.054,0.019476,0.016316054873511,0.0306172936633056,xgb_avg_MAPE
0.0679999999999999,0.047032000000000004,0.0183044994758607,0.0472376959986825,xgb_avg_MAPE
0.074,0.047402,0.0147379539644262,0.0645778208430029,xgb_avg_MAPE
0.086,0.024036,0.0218526261810849,0.0406472473779396,xgb_avg_MAPE
0.0699999999999999,0.025335999999999997,0.0143629701398689,0.0365233322851785,xgb_avg_MAPE
0.07,0.010074000000000001,0.0145876994534739,0.0374331356903368,arima_avg_MAPE
0.048,0.011532000000000002,0.0132573803736191,0.0369622107365425,arima_avg_MAPE
0.0839999999999999,0.009646,0.0177074510080525,0.0483709602745026,arima_avg_MAPE
0.0559999999999999,0.017605999999999997,0.011445560183459,0.0260031773650115,xgb_avg_MAPE
0.052,0.07890799999999999,0.0121916025523416,0.0274365185525001,xgb_avg_MAPE
0.08,0.035062,0.018454558356309,0.0384858792153105,xgb_avg_MAPE
0.046,0.024856000000000003,0.018862708755685,0.0322750261647504,xgb_avg_MAPE
0.152,0.014773999999999999,0.0212916385591288,0.0730708868056384,arima_avg_MAPE
0.074,0.011658,0.0224557308381905,0.0380217410476299,arima_avg_MAPE
0.0779999999999999,0.03457199999999999,0.0141724931168821,0.0362532251137123,xgb_avg_MAPE
0.072,0.052031999999999995,0.0172412634522526,0.0316828606408157,xgb_avg_MAPE
0.19,0.01168,0.0173027365149058,0.0450280351818229,arima_avg_MAPE
0.072,0.016604,0.0148459951643923,0.06285335422312,xgb_avg_MAPE
0.052,0.010844,0.010943525945582,0.0198657844900458,arima_avg_MAPE
0.06,0.018702,0.0118825921844704,0.0198040988605627,xgb_avg_MAPE
0.124,0.044914,0.0174364532622038,0.044231680327685,xgb_avg_MAPE
0.064,0.323434,0.0150563085065672,0.0326400694290632,xgb_avg_MAPE
0.0679999999999999,0.02665,0.017109689784063,0.0272415123498434,xgb_avg_MAPE
0.036,0.017625999999999996,0.0095192674010136,0.0161741097698863,xgb_avg_MAPE
0.0579999999999999,0.01611,0.0133067123208996,0.0275076851777932,xgb_avg_MAPE
0.092,0.015444,0.0222686733957615,0.0464720324077575,arima_avg_MAPE
0.08,0.025104,0.0131032533088035,0.0380346966973166,xgb_avg_MAPE
0.0659999999999999,0.024422000000000003,0.0113406091956619,0.0300063679917,xgb_avg_MAPE
0.1339999999999999,0.016292,0.0222785703284226,0.0502682987466527,arima_avg_MAPE
0.066,0.013819999999999999,0.0148668132927542,0.0351551602073992,arima_avg_MAPE
0.048,0.021684000000000002,0.0106279848710021,0.0257901688547989,xgb_avg_MAPE
0.094,0.020564,0.0155617628480538,0.0533591637331592,xgb_avg_MAPE
0.062,0.008775999999999999,0.0136918460208895,0.0242633663446894,arima_avg_MAPE
0.094,0.019844,0.016041258364789,0.0336192751127132,xgb_avg_MAPE
0.06,0.021211999999999995,0.0149546970267307,0.0326272959973301,xgb_avg_MAPE
0.1159999999999999,0.0191,0.0287852216732741,0.0588825732429705,arima_avg_MAPE
0.074,0.012082000000000002,0.0158205374780818,0.0328812653726339,arima_avg_MAPE
0.062,0.023146,0.0201703336731981,0.0506788107089591,xgb_avg_MAPE
0.064,0.028092000000000002,0.0175849399968391,0.0356172347813619,xgb_avg_MAPE
0.098,0.011334,0.0132180237234218,0.0286995624740217,arima_avg_MAPE
0.054,0.013572000000000002,0.0107348208057112,0.0340515825869472,xgb_avg_MAPE
0.112,0.053532,0.0271694823129992,0.0266321965552394,lstm_avg_MAPE
0.096,277047884321.2057,0.0230884104798384,0.0304075417730295,xgb_avg_MAPE
0.064,0.031107999999999997,0.0239432292992398,0.0290134208523256,xgb_avg_MAPE
0.076,0.022830000000000003,0.0133509922094411,0.0379807711754046,xgb_avg_MAPE
0.0699999999999999,0.012968,0.0141588352865622,0.0369795297715748,arima_avg_MAPE
0.082,0.016216,0.0107019988227377,0.031294751833991,xgb_avg_MAPE
0.112,0.03667,0.013584108241828,0.0586772981549379,xgb_avg_MAPE
0.08,0.015254,0.0372627988429394,0.0627543326451431,arima_avg_MAPE
0.064,0.009738,0.0127014331998361,0.0346415115447782,arima_avg_MAPE
0.068,0.058011999999999994,0.0125379382024332,0.0420932268210898,xgb_avg_MAPE
0.086,0.19671,0.0205840527801106,0.0495731868487865,xgb_avg_MAPE
0.174,0.013498000000000001,0.0341595424731323,0.0609745549695049,arima_avg_MAPE
0.044,0.008922000000000001,0.0076516550812584,0.0223887383924778,xgb_avg_MAPE
0.124,0.021211999999999998,0.0159536580882674,0.0372404015553422,xgb_avg_MAPE
0.0799999999999999,0.015068,0.0164234798091514,0.0348815614111522,arima_avg_MAPE
0.064,0.011880000000000002,0.0157067933052286,0.0374936231019216,arima_avg_MAPE
0.096,0.010926,0.0163735324589401,0.0364290671011876,arima_avg_MAPE
0.058,0.010733999999999999,0.0180772483442162,0.0515961699538012,arima_avg_MAPE
0.048,0.033754,0.0078528918241786,0.0234121824820859,xgb_avg_MAPE
0.082,0.01674,0.0129009234615527,0.0405543397060318,xgb_avg_MAPE
0.074,0.012202,0.0115767799300511,0.050669769112858,xgb_avg_MAPE
0.09,0.01583,0.019042833132215,0.0290239244574248,arima_avg_MAPE
0.078,0.020592000000000003,0.0125042207801524,0.0285244709850575,xgb_avg_MAPE
0.0819999999999999,0.0334,0.02777673663044,0.0337433874090282,xgb_avg_MAPE
0.07,0.019778,0.0258964091493246,0.0374607271705527,arima_avg_MAPE
0.122,0.013732,0.0184233942606991,0.0512896895331594,arima_avg_MAPE
0.078,0.030842,0.0170244730266442,0.0368489177637776,xgb_avg_MAPE
0.046,0.011897999999999999,0.0105382613803509,0.0225811376800371,xgb_avg_MAPE
0.038,0.00869,0.0119889664080379,0.0215691087471334,arima_avg_MAPE
0.104,0.050227999999999995,0.0111936715761853,0.0353872488963908,xgb_avg_MAPE
0.15,0.016119999999999995,0.0332851453058613,0.0652137328210824,arima_avg_MAPE
0.126,0.018354000000000002,0.0300609650366537,0.0843123194204799,arima_avg_MAPE
0.156,0.010728,0.0224934052982597,0.0672216898670307,arima_avg_MAPE
0.0739999999999999,0.007443999999999999,0.012033664288253,0.0424609320093352,arima_avg_MAPE
0.082,0.010981999999999999,0.020243457172356,0.0356208564890403,arima_avg_MAPE
0.064,0.022004000000000003,0.0077280577210573,0.025251502814802,xgb_avg_MAPE
0.05,0.010650000000000001,0.0093504747805397,0.0213377329209429,xgb_avg_MAPE
0.084,0.022400000000000003,0.0118832490226615,0.0403396948968338,xgb_avg_MAPE
0.054,0.061934,0.0136638357754212,0.0244003681502863,xgb_avg_MAPE
0.078,0.007348000000000001,0.0107089985300538,0.0286012711509904,arima_avg_MAPE
0.078,0.021042,0.0299726742981627,0.0583791160683869,arima_avg_MAPE
0.076,0.017348,0.0129375519691979,0.0325559223177608,xgb_avg_MAPE
0.062,0.023526,0.0215120066484464,0.0401804072148094,xgb_avg_MAPE
0.066,0.015336000000000002,0.0199434577658407,0.039634132769425,arima_avg_MAPE
0.296,0.016946000000000003,0.04915297366842,0.1084005752971716,arima_avg_MAPE
0.12,0.142406,0.0334404462190861,0.0437730314705103,xgb_avg_MAPE
0.136,0.047168,0.0183488717871028,0.0316826580751851,xgb_avg_MAPE
0.07,0.011568,0.0206202190006066,0.0313644632311637,arima_avg_MAPE
0.0579999999999999,0.08360000000000001,0.0121518580598937,0.0263051151195568,xgb_avg_MAPE
0.116,0.020666000000000004,0.0511463374533448,0.0670642685126788,arima_avg_MAPE
0.048,0.014289999999999999,0.0146621487602724,0.038297236674741,arima_avg_MAPE
0.066,0.029864,0.01353008213351,0.0326254172979099,xgb_avg_MAPE
0.064,0.009994,0.017522362635742,0.0368069818456947,arima_avg_MAPE
0.0419999999999999,0.014978,0.0116903052928675,0.0255577846304887,xgb_avg_MAPE
0.236,0.020776,0.0342005512943123,0.1270121001540077,arima_avg_MAPE
0.062,0.015181999999999998,0.0094394549535887,0.0311563906995273,xgb_avg_MAPE
0.084,0.023048000000000003,0.0116922947423897,0.0629271211571416,xgb_avg_MAPE
0.058,0.009582,0.0136226535018782,0.032344298891355,arima_avg_MAPE
0.054,0.011137999999999999,0.009155086374788,0.0251784863191445,xgb_avg_MAPE
0.12,0.007128,0.0199579865926556,0.0526987989651395,arima_avg_MAPE
0.068,0.014617999999999999,0.0127093614337394,0.0345560294481045,xgb_avg_MAPE
0.06,0.009578,0.0124193624649369,0.0414994833939981,arima_avg_MAPE
0.192,0.035378,0.0212817442648396,0.0569659607002582,xgb_avg_MAPE
0.074,0.016718,0.017445471844246,0.020325990944749,arima_avg_MAPE
0.104,0.02997,0.0486476062090514,0.1380460503798687,arima_avg_MAPE
0.068,0.021990000000000003,0.0141399736076546,0.0348564056450242,xgb_avg_MAPE
0.09,0.008480000000000001,0.0178375050965129,0.0442961548396268,arima_avg_MAPE
0.048,0.009868,0.0084391234800492,0.0227643667191758,xgb_avg_MAPE
0.086,0.01126,0.0134140779264195,0.0376185768012644,arima_avg_MAPE
0.068,0.030948000000000003,0.0215440368970916,0.0429232016675506,xgb_avg_MAPE
0.09,0.042373999999999995,0.0120605788940006,0.0392175071216049,xgb_avg_MAPE
0.076,0.033508,0.0142946302632917,0.0350396265229216,xgb_avg_MAPE
0.0699999999999999,0.021429999999999998,0.0172897000627377,0.0353409922103547,xgb_avg_MAPE
0.082,0.024722,0.0127322688323974,0.0337540589761835,xgb_avg_MAPE
0.0659999999999999,0.01094,0.0260274645176717,0.0593910053813826,arima_avg_MAPE
0.0699999999999999,0.015364,0.0119526700152406,0.0222198352451084,xgb_avg_MAPE
0.124,0.023586,0.0139990859038735,0.0664402514031447,xgb_avg_MAPE
0.12,0.013958,0.0184833735684912,0.0476905820878263,arima_avg_MAPE
0.066,0.016149999999999998,0.0086329824674868,0.0208293480456788,xgb_avg_MAPE
0.13,0.01948,0.0145800883491079,0.0448417415085875,xgb_avg_MAPE
0.086,0.01141,0.009501360431231,0.0416914904183682,xgb_avg_MAPE
0.0699999999999999,0.024276000000000006,0.0115149753913473,0.0306681601456315,xgb_avg_MAPE
0.052,0.013270000000000002,0.0149821252373561,0.025854368603699,arima_avg_MAPE
0.05,0.02318,0.0116873523224654,0.0290118211681641,xgb_avg_MAPE
0.084,0.016854,0.0123816867754134,0.0397560502456865,xgb_avg_MAPE
0.074,0.013108,0.0253495703776041,0.0345954874093405,arima_avg_MAPE
0.164,0.007316,0.02338955024598,0.074122746348929,arima_avg_MAPE
0.088,0.066056,0.0184907413338041,0.0446236925975468,xgb_avg_MAPE
0.086,2414942227268.67,0.0195891656033814,0.0374443089350654,xgb_avg_MAPE
0.068,0.019379999999999998,0.0101416009986137,0.0281298828949116,xgb_avg_MAPE
0.104,0.218956,0.0123339681017536,0.0332085331021396,xgb_avg_MAPE
0.122,0.008646000000000001,0.0247395087865736,0.0298517723308752,arima_avg_MAPE
0.066,0.010320000000000001,0.0142266830357233,0.032772454286432,arima_avg_MAPE
0.088,0.037362,0.0180378011158652,0.0424921548267791,xgb_avg_MAPE
0.11,0.028278000000000005,0.0361724238925891,0.0666781350525332,arima_avg_MAPE
0.072,0.09685199999999998,0.0238223510823576,0.0462915435609198,xgb_avg_MAPE
0.0699999999999999,0.036076000000000004,0.0167767205260638,0.031906609911878,xgb_avg_MAPE
0.098,0.03703,0.0141486814539807,0.0522773896580867,xgb_avg_MAPE
0.066,0.026244,0.0135106648525805,0.0327135194386642,xgb_avg_MAPE
0.11,0.050386,0.0316907620698209,0.0531349528895783,xgb_avg_MAPE
0.056,0.045956000000000004,0.01034037763202,0.0334896259801749,xgb_avg_MAPE
0.092,0.025912,0.0115692303026814,0.0312542977146556,xgb_avg_MAPE
0.066,0.013728,0.0138656688816627,0.0307903132126124,arima_avg_MAPE
0.048,0.029146000000000002,0.0083979591596684,0.0297735632491657,xgb_avg_MAPE
0.06,0.021458000000000005,0.0119058660680432,0.0206371921317266,xgb_avg_MAPE
0.088,0.09342199999999998,0.0191686723470044,0.0433804407230585,xgb_avg_MAPE
0.0659999999999999,0.013446000000000003,0.0167452564390276,0.0260231475290738,arima_avg_MAPE
0.054,0.015592,0.0090973869643537,0.0220925109123605,xgb_avg_MAPE
0.064,0.016200000000000003,0.017153007150617,0.0331486669745564,arima_avg_MAPE
0.044,0.017262,0.0137486596927083,0.0210526758407328,xgb_avg_MAPE
0.074,0.021480000000000003,0.0151580261320745,0.0368200050462738,xgb_avg_MAPE
0.03,0.014126000000000001,0.0143935298611545,0.0243458618899959,arima_avg_MAPE
0.054,0.121826,0.0114061853312847,0.0203682809446728,xgb_avg_MAPE
0.12,0.01435,0.0147060995034885,0.0385074553876285,arima_avg_MAPE
0.0679999999999999,0.009004,0.0096376517713607,0.0277557412261289,arima_avg_MAPE
0.0699999999999999,0.018638,0.0258576038094904,0.0419747120580001,arima_avg_MAPE
0.164,0.16772600000000001,0.0278734446455423,0.068269707218952,xgb_avg_MAPE
0.132,0.012824000000000002,0.0190654175751467,0.0387505551580952,arima_avg_MAPE
0.112,0.015174,0.0140740059942188,0.036174616398894,xgb_avg_MAPE
0.096,0.020112,0.024282481413489,0.0501201845093002,arima_avg_MAPE
0.064,0.068524,0.0151255809350992,0.0373580879683387,xgb_avg_MAPE
0.0679999999999999,0.00331,0.0133148211473058,0.0418768677217176,arima_avg_MAPE
0.064,0.017547999999999998,0.0201877903753621,0.0467188711627409,arima_avg_MAPE
0.064,0.01309,0.0141927023117614,0.0548985779014,arima_avg_MAPE
0.098,0.027638000000000003,0.0161407260419541,0.0368287780085414,xgb_avg_MAPE
0.0579999999999999,0.020898,0.0125573648989948,0.0341187943074244,xgb_avg_MAPE
0.0719999999999999,0.026966,0.0099058734613964,0.0232532592906104,xgb_avg_MAPE
0.098,68371015034.214455,0.0151291747629899,0.0517310611932097,xgb_avg_MAPE
0.058,0.020514,0.0135919947042337,0.0360195956428735,xgb_avg_MAPE
0.048,0.010666,0.0101687839273129,0.0329830322914837,xgb_avg_MAPE
0.068,0.015574,0.0118627816848271,0.0427607636476448,xgb_avg_MAPE
0.0699999999999999,0.020022,0.0124398491395248,0.0198195285179966,xgb_avg_MAPE
0.048,0.04892799999999999,0.0113705430652788,0.0216686518328805,xgb_avg_MAPE
0.044,0.011504,0.0168759131868942,0.033530763120037,arima_avg_MAPE
0.072,0.007265999999999999,0.0131752699887434,0.0328686563174101,arima_avg_MAPE
0.038,0.009722,0.0121166313875554,0.0222605129717774,arima_avg_MAPE
0.078,0.009002,0.0097997523960342,0.0215302864154053,arima_avg_MAPE
0.076,105773513450.5941,0.0191353442528802,0.04618183682087,xgb_avg_MAPE
0.074,0.027104,0.0176437447950666,0.0458557384328988,xgb_avg_MAPE
0.072,0.017231999999999997,0.0176233691785728,0.0429523239970955,arima_avg_MAPE
0.1,0.015806,0.0145056358484212,0.063073190355211,xgb_avg_MAPE
0.046,0.026506,0.01012611940907,0.020277729013738,xgb_avg_MAPE
0.0959999999999999,0.01513,0.0115585598031141,0.0369501972973116,xgb_avg_MAPE
0.078,0.011492,0.0150101828360907,0.0454150462146988,arima_avg_MAPE
0.04,832580161576.0,0.0076186548402205,0.0220038916518029,xgb_avg_MAPE
0.0819999999999999,0.009026,0.0196531538763699,0.0612944212835587,arima_avg_MAPE
0.0619999999999999,0.010521999999999998,0.0119330008820974,0.0331728804144967,arima_avg_MAPE
0.084,0.010672,0.0191537163963137,0.0366957320511217,arima_avg_MAPE
0.048,0.01898,0.007862809614921,0.0354489679817286,xgb_avg_MAPE
0.0679999999999999,0.010234,0.0092135766889879,0.0362544959742336,xgb_avg_MAPE
0.058,0.019986,0.0225538515059716,0.0377080973057235,arima_avg_MAPE
0.056,0.01016,0.0115633615895231,0.0226619599278426,arima_avg_MAPE
0.074,0.018084,0.018513715299435,0.0498925357542677,arima_avg_MAPE
0.064,0.008301999999999999,0.0092335082203301,0.033756478081723,arima_avg_MAPE
0.05,0.009322,0.0126018165274685,0.0321749554107893,arima_avg_MAPE
0.068,0.021516,0.0207336810043187,0.0308823685917264,xgb_avg_MAPE
0.11,0.013358000000000002,0.0176796691239806,0.0385174503933653,arima_avg_MAPE
0.126,0.098652,0.0143367012594522,0.0418615171377594,xgb_avg_MAPE
0.074,0.016797999999999993,0.0362727700151665,0.0473865761628316,arima_avg_MAPE
0.072,0.02552,0.0242551594245238,0.0349106029780244,xgb_avg_MAPE
0.086,0.022808000000000002,0.013861796865691,0.037202396364206,xgb_avg_MAPE
0.07,0.047402,0.0164091357925876,0.030652451830012,xgb_avg_MAPE
0.054,0.015260000000000001,0.0112863216447648,0.0275609955528159,xgb_avg_MAPE
0.096,0.011082000000000002,0.0157500735848137,0.0519616089530073,arima_avg_MAPE
0.07,0.010376000000000002,0.0129827275437923,0.0355731599200288,arima_avg_MAPE
0.05,0.011708000000000001,0.0115267606226104,0.0168181604307893,xgb_avg_MAPE
0.0759999999999999,0.015480000000000004,0.0185116616391775,0.0427921342101109,arima_avg_MAPE
0.096,0.014522,0.0174760045660473,0.0427281242358327,arima_avg_MAPE
0.08,0.012954,0.0111442936203956,0.0272818333748357,xgb_avg_MAPE
0.032,0.006734,0.0121136363248089,0.032761843784085,arima_avg_MAPE
0.072,0.052006,0.0200259468726881,0.0277340269677894,xgb_avg_MAPE
0.05,0.026336000000000005,0.0136531061004119,0.0337466670089498,xgb_avg_MAPE
0.146,0.19672599999999998,0.0140644358547745,0.0458664147362933,xgb_avg_MAPE
0.088,0.017636,0.0176390395031393,0.0576466454585426,arima_avg_MAPE
0.1099999999999999,0.009688,0.0125193773953289,0.0529753421979073,arima_avg_MAPE
0.052,0.007902,0.0092410955803012,0.0237916025977454,arima_avg_MAPE
0.12,0.037282,0.027390197269681,0.0504471419460806,xgb_avg_MAPE
0.06,0.009676,0.0116536937878616,0.0348746227071028,arima_avg_MAPE
0.058,0.07072800000000001,0.0146036650207847,0.0230587861602741,xgb_avg_MAPE
0.078,0.012016000000000002,0.0141267303044454,0.0293127360274239,arima_avg_MAPE
0.064,0.021591999999999997,0.0151613197373907,0.0296247617155874,xgb_avg_MAPE
0.056,0.028468000000000004,0.0118418170876953,0.0310530166910979,xgb_avg_MAPE
0.112,0.023544,0.0174949024999093,0.0322156816133292,xgb_avg_MAPE
0.128,0.016796,0.0317021274788718,0.0630969766896344,arima_avg_MAPE
0.116,0.018806,0.0232855278908388,0.0514309626356518,arima_avg_MAPE
0.112,0.015676000000000002,0.0239987907044689,0.0629844969702811,arima_avg_MAPE
0.054,0.024906,0.015984487799153,0.0247487170386295,xgb_avg_MAPE
0.178,0.043766,0.0374873494280354,0.089075808378757,xgb_avg_MAPE
0.0819999999999999,0.008038,0.0139040385795114,0.0383048310053514,arima_avg_MAPE
0.108,0.047402,0.0182809784264102,0.0440425691922875,xgb_avg_MAPE
0.098,0.04752000000000001,0.0174002266912808,0.0401938602962367,xgb_avg_MAPE
0.0659999999999999,0.0069900000000000006,0.0170359543502424,0.0241490812643904,arima_avg_MAPE
0.062,0.024206000000000002,0.01269641545828,0.0353363109862157,xgb_avg_MAPE
0.194,0.018633999999999998,0.0275490811177582,0.0622606272415628,arima_avg_MAPE
0.072,0.020848000000000005,0.0130292757528044,0.0342575166859664,xgb_avg_MAPE
0.1359999999999999,0.030912000000000002,0.0232243429700814,0.0925288315153179,xgb_avg_MAPE
0.168,0.018154,0.0150909146023007,0.047263650342806,xgb_avg_MAPE
0.084,0.022668,0.01154800861462,0.0415386276817862,xgb_avg_MAPE
0.078,0.006737999999999999,0.0273906481436832,0.0316965322422359,arima_avg_MAPE
0.06,0.016788,0.0188952251422303,0.0270022612841258,arima_avg_MAPE
0.108,0.013054,0.0239185435898966,0.0488492822980262,arima_avg_MAPE
0.168,0.02344,0.0236789433354121,0.0534631875530437,arima_avg_MAPE
0.076,0.019604,0.0124570573584108,0.0252190268864833,xgb_avg_MAPE
0.096,0.07844799999999996,0.0189580688529811,0.0464097796599759,xgb_avg_MAPE
0.082,0.016035999999999998,0.0088013192631376,0.0287472307994389,xgb_avg_MAPE
0.112,0.01452,0.0273260066718858,0.0494390393379378,arima_avg_MAPE
0.1,0.012822,0.0175884536709943,0.0510617306325851,arima_avg_MAPE
0.086,0.016881999999999998,0.014538838518528,0.0342024260327228,xgb_avg_MAPE
0.094,0.009342,0.0132397591284494,0.0493363665872153,arima_avg_MAPE
0.06,0.012586,0.0184241164090073,0.0326034337454924,arima_avg_MAPE
0.068,264528045724.09964,0.0290159622917078,0.0492366298137078,xgb_avg_MAPE
0.1699999999999999,0.043432000000000005,0.0359102503206106,0.0785513304317247,xgb_avg_MAPE
0.066,0.011957999999999998,0.0131014480901699,0.0317491018688002,arima_avg_MAPE
0.054,0.01004,0.0193003709420025,0.0384413077010809,arima_avg_MAPE
0.056,0.018595999999999998,0.0303611169731253,0.0338890582743103,arima_avg_MAPE
0.096,0.013052,0.0134070415813892,0.046267930710144,arima_avg_MAPE
0.06,0.030158,0.0106815697180827,0.0247363855566638,xgb_avg_MAPE
0.104,0.031394000000000005,0.0185891423180934,0.0525564036412932,xgb_avg_MAPE
0.13,0.008418000000000002,0.0229196850080459,0.0439514378129686,arima_avg_MAPE
0.06,0.13658399999999996,0.0134175994169295,0.0357824782359806,xgb_avg_MAPE
0.104,0.013362000000000006,0.0215396395969804,0.0678276245529263,arima_avg_MAPE
0.052,0.014936,0.0126983275836846,0.0429524779239982,xgb_avg_MAPE
0.082,0.10944599999999999,0.0147848791291631,0.0438527700437032,xgb_avg_MAPE
0.158,0.017012,0.0308170818313624,0.0648674180204344,arima_avg_MAPE
0.112,0.01467,0.0324496480202016,0.0471976496846908,arima_avg_MAPE
0.122,0.010208,0.0249049215998301,0.0490132589870391,arima_avg_MAPE
0.13,0.008696000000000002,0.0295151613064525,0.0622347558885222,arima_avg_MAPE
0.0679999999999999,0.010072000000000001,0.0122704075338444,0.0335226214025212,arima_avg_MAPE
0.064,0.034297999999999995,0.0122901631372979,0.0306216670074924,xgb_avg_MAPE
0.13,0.026486000000000006,0.0289140380045976,0.0549235642463095,arima_avg_MAPE
